aggregate,score_biology,score_chemistry,score_physics,score_math,score_english,score_government,score_literature,score_accounting,score_business_management,score_art,score_agriculture,score_ict,interest_healthcare,interest_technology,interest_business,interest_creative,interest_engineering,interest_law,interest_education,interest_agriculture,target
22,40,96,54,86,65,75,48,75,69,96,48,47,8,0,2,0,5,9,6,1,Teacher
18,93,69,88,47,74,92,100,54,56,65,75,63,3,0,3,9,0,6,5,6,Agricultural Scientist
11,64,88,54,100,53,79,76,100,73,60,64,52,0,2,1,4,0,3,7,8,Architect
21,86,73,70,81,68,40,72,85,55,40,57,73,1,6,5,6,2,0,0,3,Teacher
34,67,67,84,69,57,67,55,49,40,65,67,79,2,5,0,0,0,6,4,8,Teacher
35,40,75,57,77,54,58,65,89,47,53,51,50,3,1,9,8,0,0,6,9,Teacher
19,58,96,68,62,92,56,65,90,91,91,82,100,6,3,8,1,4,1,7,8,Teacher
10,93,80,98,84,79,78,77,100,100,89,78,87,1,8,9,7,0,9,7,8,Architect
25,75,54,77,71,69,54,48,77,44,56,66,98,7,9,6,2,3,6,3,4,Teacher
21,65,62,63,70,50,48,40,68,99,40,65,65,0,3,6,0,9,1,3,9,Teacher
7,86,86,66,67,100,94,79,84,71,92,87,100,7,0,9,0,6,7,9,0,Medical Doctor
12,81,87,73,63,85,100,100,99,76,70,93,100,6,6,0,8,3,7,0,7,Electrical Engineer
28,57,59,64,63,62,41,57,78,68,78,66,63,6,3,5,5,3,3,8,0,Teacher
32,69,54,72,40,40,52,91,73,54,85,45,49,4,9,9,4,1,8,5,0,Teacher
21,86,80,58,50,84,52,84,64,77,59,75,85,5,6,8,2,7,0,9,5,Teacher
10,80,77,85,94,100,100,88,77,83,74,88,89,0,3,8,3,8,5,4,9,Pharmacist
31,71,49,40,49,47,41,68,40,51,62,54,53,9,7,4,4,6,3,2,5,Teacher
18,79,92,63,57,68,93,74,71,90,80,100,56,1,7,5,0,8,7,1,9,Nurse
8,70,97,91,100,100,89,89,69,93,86,97,99,9,8,9,6,3,6,0,9,Lawyer
11,94,83,95,82,92,62,83,100,100,86,82,100,3,2,0,0,8,3,7,3,Medical Doctor
9,81,81,100,63,87,90,88,69,71,81,71,91,8,4,5,3,1,4,4,0,Lawyer
10,81,88,91,100,81,81,100,98,100,99,100,96,9,0,5,2,8,1,2,8,Medical Doctor
22,81,53,76,67,67,61,78,77,64,70,78,75,6,4,6,5,6,7,5,8,Teacher
10,100,100,81,64,100,77,80,100,65,97,73,73,7,7,0,8,2,5,2,8,Pharmacist
10,93,91,98,72,61,93,100,60,64,76,62,79,6,7,4,9,9,7,3,9,Electrical Engineer
33,58,86,61,68,77,58,54,54,66,64,85,50,7,3,5,4,3,6,7,5,Teacher
25,75,42,67,51,58,40,64,65,66,56,58,40,7,0,9,3,9,4,1,1,Teacher
8,87,84,91,100,82,93,91,81,79,72,95,79,6,7,6,2,1,1,8,6,Lawyer
18,79,81,40,47,79,80,75,56,100,81,88,86,8,3,0,4,3,2,6,8,Agricultural Scientist
22,85,66,65,65,47,63,75,43,82,62,70,40,1,0,2,7,3,4,8,3,Teacher
11,81,47,71,76,100,73,75,55,84,83,67,97,2,7,2,7,3,4,8,9,Architect
8,82,91,100,83,71,97,91,100,96,100,100,83,5,0,2,4,3,3,8,6,Lawyer
19,48,59,93,88,62,79,54,100,68,41,100,67,2,7,6,4,1,4,8,4,Accountant
19,90,63,70,64,56,56,76,71,82,67,68,82,5,9,1,0,6,0,6,0,Agricultural Scientist
21,65,64,94,76,68,80,71,54,79,81,63,71,7,0,1,3,0,4,9,2,Teacher
7,100,55,91,87,93,68,100,89,85,95,94,89,9,1,2,9,3,7,2,5,Medical Doctor
32,56,71,76,64,40,71,40,85,40,89,61,73,2,3,1,9,0,7,8,8,Teacher
10,78,89,94,64,74,91,75,78,87,70,89,94,2,3,1,2,0,8,9,2,Medical Doctor
9,84,79,100,84,71,73,46,100,88,83,100,94,6,6,5,4,8,1,2,8,Medical Doctor
7,58,63,100,79,100,56,88,71,84,100,100,97,3,8,0,8,7,1,6,6,Medical Doctor
27,46,60,42,63,40,45,48,59,75,40,72,65,2,2,1,5,6,4,6,2,Teacher
26,97,63,45,57,63,77,50,59,45,85,69,55,9,1,9,2,4,4,4,6,Teacher
32,49,59,70,85,53,52,71,46,50,60,66,75,2,2,9,8,9,5,9,1,Teacher
8,90,88,84,65,69,100,77,100,92,53,69,75,5,8,4,8,8,7,6,2,Medical Doctor
19,73,56,63,71,82,76,62,77,97,75,80,66,0,9,4,6,3,9,2,9,Accountant
23,67,87,59,66,56,52,85,63,100,45,66,67,5,6,4,0,7,0,3,2,Teacher
29,47,57,49,47,55,57,54,60,72,71,65,58,5,7,8,9,9,7,7,6,Teacher
25,54,49,40,47,54,65,45,47,40,52,63,63,7,7,1,4,1,6,9,7,Teacher
17,81,59,78,57,88,79,49,76,66,72,49,95,6,5,3,4,4,1,5,4,Accountant
12,83,81,84,59,72,100,72,79,85,79,73,95,0,9,1,3,8,6,1,7,Nurse
10,83,100,94,92,99,64,76,100,56,80,92,56,7,5,0,1,2,6,9,2,Electrical Engineer
33,40,66,40,40,43,67,99,40,61,74,67,49,3,6,7,9,0,4,8,1,Teacher
17,95,92,69,85,78,73,67,85,66,89,61,100,1,8,9,7,6,9,1,1,Nurse
27,76,50,41,60,71,51,64,40,63,53,62,61,9,3,1,2,9,0,7,4,Teacher
20,84,73,71,81,84,93,66,51,84,93,71,69,1,4,5,5,2,3,6,6,Agricultural Scientist
22,83,75,61,78,58,57,71,98,62,67,43,53,0,7,2,6,1,4,2,9,Teacher
21,89,70,84,56,52,68,79,87,67,56,100,65,3,4,7,3,6,2,3,7,Teacher
18,84,73,46,78,69,100,82,82,95,74,100,57,3,1,6,3,3,7,9,4,Agricultural Scientist
33,40,60,51,56,47,45,73,42,61,40,79,60,0,9,2,6,8,5,3,3,Teacher
27,40,48,41,74,57,72,60,60,62,82,62,76,9,9,2,0,1,6,9,9,Teacher
22,56,62,49,58,84,76,60,79,98,71,88,79,2,4,6,7,2,7,9,8,Teacher
23,57,77,85,76,54,53,87,66,54,66,45,47,2,9,2,9,7,8,5,2,Teacher
12,92,85,73,93,91,93,87,78,78,51,63,88,1,5,3,6,7,1,1,4,Electrical Engineer
35,71,40,58,79,75,59,44,40,73,52,69,77,5,6,9,8,9,6,0,6,Teacher
34,47,43,68,70,43,54,78,53,44,58,58,56,5,5,1,1,0,5,8,7,Teacher
7,97,77,99,100,100,74,71,88,100,76,73,82,8,7,8,6,9,8,3,2,Medical Doctor
17,58,82,65,67,69,78,75,66,72,71,96,74,8,7,7,5,1,3,0,9,Accountant
35,48,48,60,94,49,52,72,68,52,40,56,87,1,5,2,0,6,3,8,9,Teacher
35,61,78,69,40,47,64,62,79,64,40,51,71,5,3,4,6,6,8,8,5,Teacher
23,68,64,91,51,42,62,68,74,48,63,47,61,1,5,3,3,8,6,5,1,Teacher
6,91,71,93,64,92,88,100,100,55,100,100,100,8,1,1,6,9,8,9,8,Medical Doctor
27,69,76,93,71,66,87,83,51,58,70,40,65,8,3,2,1,2,0,7,0,Teacher
32,57,68,74,62,98,57,84,77,40,82,76,61,2,9,2,4,8,7,6,4,Teacher
33,51,66,62,40,65,43,44,43,40,40,40,62,6,9,7,3,8,5,0,2,Teacher
11,72,94,92,87,100,92,100,69,87,84,65,100,6,9,3,4,0,4,7,5,Electrical Engineer
18,76,81,79,68,79,61,48,65,73,47,74,75,5,0,9,2,4,2,2,4,Software Engineer
13,47,69,60,83,84,81,92,97,85,60,72,90,9,7,1,1,2,7,7,4,Civil Engineer
23,46,57,59,82,62,79,56,76,73,40,80,57,5,5,2,5,3,0,7,8,Teacher
8,100,78,74,79,97,92,76,100,71,80,91,100,2,8,9,5,7,1,3,1,Medical Doctor
24,70,75,68,67,49,53,62,63,58,72,98,70,3,2,7,1,1,4,9,9,Teacher
17,76,59,73,53,72,49,100,76,74,84,55,62,0,6,1,7,1,3,5,7,Accountant
24,40,62,65,61,56,73,57,41,53,65,55,59,6,8,8,8,0,5,4,7,Teacher
34,72,66,60,53,67,64,54,46,59,77,61,60,6,1,1,3,8,6,8,3,Teacher
29,56,100,74,68,65,61,61,84,62,56,44,62,7,2,6,8,1,9,9,6,Teacher
32,78,40,48,65,75,59,58,40,49,40,57,67,6,1,0,1,2,2,7,3,Teacher
30,69,79,54,83,53,40,57,55,75,45,65,40,2,8,2,0,6,0,5,9,Teacher
28,65,61,63,55,70,53,40,58,72,67,87,56,0,4,8,4,4,5,5,7,Teacher
6,82,91,100,82,82,100,71,88,100,80,67,100,6,3,1,1,6,7,4,1,Medical Doctor
22,83,73,82,77,67,68,75,63,71,72,70,58,1,9,6,0,0,9,2,2,Teacher
35,43,56,52,40,65,56,60,57,71,73,43,86,4,7,9,1,4,3,2,9,Teacher
29,67,72,41,73,42,49,60,61,80,69,64,49,4,7,7,9,6,6,7,7,Teacher
26,55,76,72,54,88,74,84,87,52,50,40,83,8,1,8,9,4,8,3,7,Teacher
26,40,91,73,40,84,61,56,52,63,73,53,62,8,2,3,9,2,9,2,0,Teacher
16,86,56,98,56,100,87,100,40,78,75,66,90,0,2,3,1,9,6,8,5,Civil Engineer
6,82,78,85,93,100,79,96,100,77,91,89,92,9,7,0,6,9,3,0,1,Medical Doctor
21,100,70,65,74,73,68,78,77,69,91,44,62,4,6,5,9,2,6,4,9,Teacher
9,82,100,49,71,90,76,82,87,82,65,98,99,2,4,1,7,2,4,0,4,Lawyer
7,61,52,92,71,81,86,100,91,100,97,53,83,5,9,1,9,0,7,6,1,Medical Doctor
25,40,49,73,66,51,81,42,70,59,63,67,80,9,2,5,1,8,1,9,7,Teacher
9,91,84,82,97,88,98,89,100,99,100,77,96,9,2,2,2,2,3,9,0,Lawyer
31,63,61,40,45,54,42,40,74,82,77,64,51,2,1,7,6,7,5,9,9,Teacher
13,81,70,97,82,100,88,100,92,100,85,79,74,0,1,6,2,1,5,3,0,Accountant
20,90,73,77,66,70,71,100,76,52,73,57,60,1,6,6,5,7,2,1,9,Teacher
24,61,81,71,64,70,71,69,55,49,60,52,73,5,5,9,4,9,6,4,5,Teacher
6,100,56,81,64,82,87,96,100,100,100,85,74,5,3,4,4,2,8,0,5,Medical Doctor
23,85,70,40,85,47,49,70,71,57,77,66,43,5,5,6,9,2,1,8,1,Teacher
9,66,83,87,99,97,100,87,74,91,67,94,93,0,4,2,1,3,0,2,0,Medical Doctor
22,79,93,90,85,60,80,97,90,73,89,71,71,0,3,3,3,2,1,3,7,Teacher
7,92,98,81,100,88,88,42,92,76,85,79,79,7,2,8,4,5,3,5,8,Medical Doctor
16,73,84,99,79,70,72,91,83,58,66,77,73,0,1,6,8,8,8,0,6,Teacher
19,61,75,98,76,77,94,99,71,77,58,75,79,4,6,2,0,8,5,5,3,Teacher
17,93,73,100,98,42,58,75,69,85,84,52,92,9,8,8,7,8,1,2,3,Business Analyst
20,78,87,80,73,65,65,65,50,96,84,73,82,8,3,0,7,0,4,6,2,Agricultural Scientist
21,51,67,50,65,58,68,60,67,77,54,72,55,9,8,4,6,2,9,1,5,Teacher
6,81,100,95,100,89,71,100,81,73,100,76,85,6,3,8,2,5,4,9,7,Medical Doctor
16,86,71,66,94,64,100,91,100,65,86,79,90,2,5,9,1,2,1,9,7,Nurse
10,67,66,79,100,57,100,74,76,72,76,81,82,4,9,4,1,2,2,2,2,Medical Doctor
35,66,56,67,73,40,67,47,79,45,59,63,40,5,7,5,3,2,3,7,8,Teacher
14,65,90,86,85,72,98,66,49,54,81,79,90,5,1,6,4,9,3,3,1,Agricultural Scientist
22,80,54,43,62,65,79,45,72,84,54,68,40,4,4,5,7,5,5,6,7,Teacher
29,65,95,54,59,69,75,76,68,57,70,65,59,2,2,1,4,5,0,5,6,Teacher
28,43,49,69,56,87,45,57,54,56,45,40,68,9,7,6,2,4,6,2,1,Teacher
7,100,70,100,69,79,93,62,79,88,58,77,81,9,2,4,4,4,4,8,9,Medical Doctor
20,58,40,77,74,85,76,92,74,85,82,61,63,9,8,2,7,0,5,5,4,Accountant
18,57,87,68,73,70,73,73,85,68,62,73,63,7,8,3,2,6,8,8,7,Teacher
18,85,61,43,48,100,64,89,53,75,78,100,68,8,9,9,3,7,2,4,2,Agricultural Scientist
10,40,95,100,94,95,86,72,96,63,67,78,92,0,7,6,1,2,5,2,7,Lawyer
12,73,100,73,92,87,59,71,94,80,60,87,73,9,7,5,6,0,6,7,7,Nurse
32,63,90,46,62,77,64,40,61,40,53,41,50,7,8,6,7,2,9,3,3,Teacher
30,51,43,46,69,73,95,44,43,40,62,68,50,7,4,5,4,5,0,9,9,Teacher
13,65,79,100,92,87,72,74,58,100,84,83,83,9,8,9,6,1,3,9,3,Architect
30,87,41,40,44,56,48,40,49,42,74,69,65,0,4,2,2,3,8,3,4,Teacher
22,78,87,61,71,47,100,74,79,59,83,69,81,7,0,8,6,9,6,5,0,Teacher
16,47,84,74,67,40,83,75,76,76,91,51,100,9,0,4,7,2,2,6,6,Accountant
34,67,57,72,67,72,61,56,62,52,74,82,68,9,9,9,6,6,6,1,2,Teacher
6,100,90,78,85,81,100,92,100,100,92,100,91,4,5,4,1,2,4,6,3,Medical Doctor
30,77,46,51,88,52,84,89,46,71,67,71,77,8,4,5,7,2,0,3,1,Teacher
14,83,76,100,72,68,65,100,81,80,86,75,67,7,1,8,6,6,9,3,6,Pharmacist
15,90,68,82,88,100,71,56,63,52,84,40,62,6,9,5,6,1,9,1,2,Electrical Engineer
32,60,52,40,72,54,61,46,53,51,40,46,59,8,2,4,8,5,4,7,4,Teacher
32,40,62,68,68,45,83,81,80,71,54,60,81,0,8,8,4,4,4,6,5,Teacher
15,65,81,67,55,82,76,74,78,85,57,65,99,4,6,3,8,2,7,2,7,Pharmacist
6,74,91,100,69,100,99,99,90,100,100,85,100,8,6,4,3,7,1,0,2,Medical Doctor
26,50,78,40,66,81,78,73,86,79,55,71,40,8,5,3,6,1,1,5,4,Teacher
7,85,94,66,87,82,68,79,70,66,80,97,67,8,9,7,1,7,0,5,5,Medical Doctor
26,58,61,75,64,59,58,77,50,40,57,66,54,3,2,3,5,0,7,7,6,Teacher
20,67,74,62,58,60,61,91,68,57,66,79,91,8,9,8,7,8,6,6,3,Agricultural Scientist
21,48,67,61,86,73,78,75,52,65,74,42,42,1,9,9,6,7,6,9,7,Teacher
30,50,48,51,49,60,62,42,65,58,56,64,82,0,4,4,6,7,6,5,3,Teacher
23,55,100,45,40,69,66,73,40,40,58,78,40,4,7,1,7,7,1,6,7,Teacher
24,63,72,42,56,70,40,86,74,46,63,71,65,7,0,7,8,5,6,5,4,Teacher
31,43,63,45,80,40,64,63,43,55,65,40,40,8,6,8,2,6,5,1,5,Teacher
26,42,51,69,40,62,61,40,53,65,57,53,63,6,0,0,9,6,1,8,9,Teacher
19,44,71,78,64,74,71,100,40,64,65,45,76,7,3,8,3,1,5,8,6,Teacher
14,80,80,70,55,97,100,67,69,55,73,84,69,7,1,6,7,3,2,9,8,Nurse
35,40,66,57,84,54,77,68,72,66,66,40,56,4,9,3,6,1,1,1,9,Teacher
35,62,76,63,51,40,67,48,56,76,56,53,55,8,2,0,8,7,1,9,9,Teacher
27,40,67,40,43,40,43,99,67,40,40,61,62,0,1,3,3,0,7,9,7,Teacher
31,66,53,54,73,66,52,61,55,75,40,68,67,7,4,7,9,2,5,6,7,Teacher
28,57,54,58,73,61,51,50,51,40,73,69,83,9,5,3,4,9,1,2,4,Teacher
8,62,77,100,71,77,90,71,77,100,73,84,77,1,0,4,7,9,3,3,3,Medical Doctor
12,66,100,80,77,99,92,100,95,72,74,85,77,6,8,9,8,1,7,6,6,Pharmacist
9,92,99,77,94,77,58,93,100,68,89,100,84,5,1,0,0,1,8,1,0,Medical Doctor
25,47,47,58,62,86,40,53,75,47,62,76,72,5,3,4,1,6,8,6,0,Teacher
17,53,95,63,78,66,69,62,78,59,79,72,83,2,6,3,7,6,2,6,5,Teacher
16,72,68,65,100,83,77,68,92,67,77,100,61,5,4,6,5,3,9,8,5,Electrical Engineer
25,40,57,64,47,61,79,63,51,76,65,65,56,4,6,7,0,6,2,4,0,Teacher
10,69,91,83,99,100,85,84,81,69,90,85,73,5,6,3,9,6,6,8,1,Medical Doctor
30,40,89,59,68,55,68,47,58,73,57,47,73,4,3,5,6,7,1,3,6,Teacher
15,62,71,97,64,93,68,93,99,63,87,94,71,1,2,3,0,7,7,4,5,Pharmacist
35,61,66,66,43,41,85,77,40,65,72,90,52,9,6,4,8,8,1,7,7,Teacher
28,54,40,64,70,40,60,40,61,77,52,55,91,4,9,2,6,6,2,4,8,Teacher
8,88,84,85,100,95,100,69,66,82,84,86,100,7,7,0,3,8,1,0,5,Medical Doctor
18,46,84,64,91,76,67,57,85,72,77,82,76,7,0,2,1,5,8,9,8,Business Analyst
10,72,98,91,81,89,96,97,100,75,100,100,93,3,8,3,4,6,8,4,6,Pharmacist
9,99,73,90,100,94,74,91,71,73,92,97,74,5,1,2,7,4,1,1,2,Lawyer
10,66,71,74,100,82,100,55,100,79,79,78,80,8,3,3,9,7,6,3,7,Pharmacist
34,69,71,50,54,40,46,56,62,57,47,76,75,7,4,8,2,8,7,5,9,Teacher
13,72,100,89,49,78,87,55,74,64,100,68,87,7,8,6,0,5,2,0,9,Nurse
34,73,83,62,58,76,68,59,53,60,40,64,82,3,1,8,5,9,7,7,3,Teacher
22,42,74,54,40,91,68,70,48,49,43,88,42,0,8,7,0,6,7,1,3,Teacher
19,61,72,58,66,60,84,79,75,87,75,74,69,4,6,0,6,1,1,8,7,Teacher
21,78,67,47,60,40,51,43,100,72,69,54,73,2,6,4,6,5,4,2,9,Teacher
7,100,88,87,85,74,100,82,100,93,100,86,78,6,0,8,3,6,8,1,7,Medical Doctor
19,85,60,40,84,71,85,72,71,93,73,64,70,0,0,6,8,9,7,4,7,Accountant
32,88,69,50,46,49,53,51,79,61,68,41,55,6,6,8,8,0,2,4,3,Teacher
6,83,98,91,97,86,95,68,100,84,87,99,94,4,9,4,1,2,7,0,3,Medical Doctor
13,76,93,78,56,72,46,76,70,75,98,60,69,4,0,0,8,3,2,4,6,Nurse
10,68,88,79,85,100,100,86,82,100,100,100,88,0,6,1,8,9,3,6,4,Architect
12,62,84,50,98,56,68,88,72,87,100,98,74,8,2,7,5,0,5,7,9,Architect
35,45,40,53,61,55,40,51,68,83,60,75,70,4,3,2,2,9,5,7,3,Teacher
33,45,51,51,72,42,74,62,51,53,56,56,49,5,3,0,8,1,0,2,9,Teacher
17,64,40,61,71,75,56,42,100,74,69,77,58,4,7,9,5,6,0,1,8,Teacher
12,76,100,100,94,82,100,100,72,93,67,88,79,5,9,5,6,6,9,7,1,Lawyer
6,88,86,87,100,100,66,75,72,84,100,78,97,7,1,3,6,8,2,2,6,Medical Doctor
9,90,78,81,78,74,91,85,99,87,80,98,59,6,2,4,7,8,8,9,4,Medical Doctor
13,85,92,90,85,78,71,73,100,72,89,100,88,9,7,1,6,7,5,9,5,Software Engineer
23,42,97,75,40,58,69,64,41,48,67,44,78,7,4,7,1,3,9,1,4,Teacher
24,48,58,55,78,81,44,66,59,50,66,71,40,9,8,2,8,0,2,9,1,Teacher
11,68,100,100,85,78,99,100,90,100,88,85,87,6,8,2,3,0,6,0,2,Civil Engineer
33,55,66,63,74,51,50,70,85,55,69,46,52,9,6,7,3,7,0,3,5,Teacher
17,57,48,68,40,53,87,61,84,82,62,88,94,7,6,0,7,9,1,7,4,Accountant
17,64,70,56,90,93,60,72,80,75,60,60,56,0,8,9,7,9,5,3,5,Agricultural Scientist
28,62,72,40,41,91,42,69,73,64,74,40,78,7,7,9,1,1,9,6,3,Teacher
21,60,69,56,73,49,68,93,64,81,51,62,78,1,5,0,4,0,6,2,8,Teacher
15,71,78,90,53,87,96,76,89,69,78,73,84,5,5,4,6,0,9,3,5,Nurse
11,92,52,100,66,96,100,85,68,72,92,66,74,6,3,1,4,6,9,9,2,Civil Engineer
16,99,93,85,55,63,74,97,72,78,65,100,60,7,9,1,7,7,0,3,4,Agricultural Scientist
8,66,63,74,67,100,74,90,78,100,98,88,100,9,0,5,7,8,7,4,6,Lawyer
25,64,53,40,52,78,63,63,51,67,87,83,67,3,7,5,0,4,5,3,3,Teacher
31,66,84,83,80,85,59,62,40,68,63,89,54,8,1,1,5,8,6,5,4,Teacher
23,60,61,62,56,71,40,66,91,75,51,51,57,2,1,3,4,8,6,7,6,Teacher
13,100,100,68,100,83,86,94,66,100,85,100,80,3,8,0,2,8,6,4,5,Civil Engineer
29,57,40,52,76,40,46,46,40,72,64,87,45,3,8,3,9,4,5,8,8,Teacher
33,73,50,49,54,70,60,67,40,40,40,54,40,0,1,1,3,2,3,4,3,Teacher
9,100,92,56,80,91,83,54,100,73,66,86,100,0,9,5,8,7,1,4,3,Medical Doctor
17,63,66,87,90,84,89,66,58,63,80,92,55,6,1,8,0,3,1,0,1,Nurse
26,54,71,40,70,66,62,49,72,46,76,70,67,7,4,4,7,8,7,8,8,Teacher
12,83,71,97,95,96,92,86,100,100,78,68,100,6,0,7,8,7,1,7,7,Medical Doctor
14,77,71,45,81,78,69,71,86,50,98,92,73,5,6,6,8,3,3,4,8,Nurse
7,86,83,85,100,80,91,81,83,100,89,79,82,3,3,5,9,0,3,0,5,Medical Doctor
9,89,75,92,84,100,69,97,95,82,97,92,96,1,4,5,7,4,1,6,4,Lawyer
23,75,42,62,48,80,66,40,60,43,57,60,75,4,6,4,8,8,6,3,0,Teacher
33,43,74,58,94,71,72,62,81,78,63,40,40,2,1,7,2,4,4,1,1,Teacher
35,59,54,72,55,50,48,45,66,55,77,40,73,4,4,1,4,6,3,1,4,Teacher
34,63,58,72,51,54,57,56,80,41,40,40,70,7,5,2,2,6,4,2,0,Teacher
32,61,72,42,44,74,86,54,41,42,75,40,60,3,9,3,6,6,3,5,7,Teacher
19,73,86,45,78,62,77,56,84,80,60,64,63,6,4,0,2,6,8,8,6,Teacher
14,85,71,53,75,60,87,58,78,67,95,100,73,7,0,3,5,7,3,1,3,Business Analyst
14,78,65,66,100,80,93,80,63,87,80,92,76,2,6,6,8,3,3,0,5,Pharmacist
14,94,76,77,64,66,71,71,63,91,100,76,65,4,7,8,0,2,6,1,3,Software Engineer
35,73,65,45,53,40,40,49,62,75,55,46,89,8,7,1,2,5,4,1,1,Teacher
6,100,84,85,100,94,98,89,83,86,100,86,97,2,0,2,7,6,4,9,8,Medical Doctor
11,99,67,67,92,70,66,96,77,94,92,83,96,3,5,2,5,9,0,7,9,Pharmacist
35,74,48,81,60,64,74,76,55,76,63,66,40,6,6,2,9,7,7,4,6,Teacher
24,85,68,65,65,58,62,72,78,40,74,59,71,5,4,7,2,8,4,8,4,Teacher
21,69,64,91,94,69,81,85,57,65,79,72,59,2,5,2,9,2,8,1,4,Teacher
31,65,57,80,54,40,75,63,55,50,67,72,48,6,7,0,9,4,0,2,1,Teacher
25,65,62,58,70,60,41,70,52,64,56,41,67,1,8,8,9,6,1,3,5,Teacher
27,74,69,74,40,46,43,42,60,40,45,58,40,9,7,9,0,7,2,9,9,Teacher
7,100,80,93,68,85,97,91,77,97,77,63,100,1,2,8,6,0,9,4,4,Medical Doctor
17,72,61,45,60,70,95,58,65,52,91,67,69,8,1,3,7,8,3,7,6,Nurse
25,50,40,87,64,61,77,47,45,71,89,40,61,4,7,2,8,8,9,4,3,Teacher
14,53,75,77,66,70,68,85,79,61,93,58,53,8,5,3,5,1,1,7,9,Civil Engineer
22,51,68,65,62,60,73,53,40,65,82,41,68,4,7,7,2,4,3,3,1,Teacher
6,83,100,99,97,64,100,100,86,76,72,85,74,2,3,9,5,2,4,6,0,Medical Doctor
27,48,45,61,76,65,49,49,52,54,96,61,86,2,6,4,0,2,8,8,4,Teacher
10,84,78,100,85,96,94,83,100,77,84,85,72,2,9,9,6,9,7,4,9,Lawyer
19,46,85,76,88,61,76,42,57,49,74,53,63,6,1,5,3,9,6,3,6,Teacher
28,43,53,60,81,83,52,47,58,76,60,63,76,3,9,1,3,6,1,5,0,Teacher
14,94,76,95,73,86,87,91,72,92,72,89,78,7,9,7,0,8,3,3,7,Electrical Engineer
27,44,57,40,82,58,40,55,40,78,46,60,48,3,5,6,5,5,7,4,7,Teacher
25,60,40,51,61,92,68,64,87,71,73,56,43,9,1,7,3,6,3,3,7,Teacher
31,49,40,47,63,52,75,40,58,48,74,68,47,4,9,8,0,6,9,5,9,Teacher
17,100,74,100,65,75,86,86,61,52,61,70,72,1,0,5,2,4,5,9,5,Software Engineer
18,74,74,45,85,63,63,73,41,46,85,82,61,1,8,1,5,1,5,5,6,Software Engineer
26,47,77,63,92,40,86,77,58,82,59,84,48,0,3,3,2,3,5,5,5,Teacher
32,52,52,52,68,40,40,80,63,50,73,63,80,4,8,0,3,9,8,1,2,Teacher
20,56,79,98,64,68,84,88,70,43,85,60,76,5,0,6,7,2,1,3,7,Teacher
35,72,76,57,40,55,69,40,52,53,63,50,60,8,9,6,4,5,6,4,4,Teacher
34,44,53,79,40,100,52,40,66,60,45,50,70,0,6,4,1,3,3,5,7,Teacher
33,57,40,40,55,54,59,86,62,80,49,40,76,6,8,1,5,3,9,5,8,Teacher
23,65,58,97,46,62,71,50,94,94,52,56,97,1,0,0,8,8,3,7,9,Teacher
12,78,62,91,86,90,100,78,66,90,86,77,66,7,8,5,7,9,1,4,7,Architect
23,74,92,66,88,78,78,53,100,66,68,65,84,8,6,1,4,7,6,1,6,Teacher
18,79,68,60,46,56,92,90,100,86,58,80,81,3,8,2,2,3,6,1,7,Agricultural Scientist
7,72,73,100,83,100,70,83,100,100,81,57,99,9,2,8,6,9,3,9,6,Medical Doctor
21,67,49,72,71,50,71,68,56,77,88,59,70,7,5,8,7,3,7,0,8,Teacher
25,42,48,46,40,44,50,40,84,72,51,71,67,0,0,7,2,5,5,1,1,Teacher
14,81,97,82,78,82,88,100,88,71,75,65,60,5,9,3,3,3,7,6,4,Civil Engineer
28,55,66,62,72,40,55,55,71,78,64,89,59,9,2,8,2,7,7,2,2,Teacher
13,100,70,96,100,65,75,79,100,100,74,74,84,9,5,3,2,7,1,7,6,Software Engineer
7,76,82,88,89,100,86,87,68,70,93,98,85,5,4,4,8,1,0,5,7,Medical Doctor
24,87,91,100,60,62,68,40,55,55,50,59,42,4,8,5,6,0,7,6,6,Teacher
12,78,89,95,75,62,92,95,93,76,100,86,64,3,9,6,8,1,7,7,7,Pharmacist
35,54,78,71,58,68,51,50,97,54,62,54,40,8,8,2,2,9,2,4,4,Teacher
29,44,93,45,75,40,73,74,46,50,76,42,66,6,4,4,1,3,8,1,8,Teacher
34,69,87,70,56,68,85,46,53,81,55,71,79,4,4,7,7,8,3,2,9,Teacher
7,86,95,100,81,100,76,86,100,100,92,61,86,3,4,3,1,6,2,0,0,Medical Doctor
24,51,61,66,65,54,52,58,57,47,49,71,40,8,8,8,3,5,3,9,9,Teacher
12,100,100,40,72,73,100,75,77,74,77,81,90,6,0,3,6,9,0,7,5,Lawyer
24,40,78,65,47,71,49,64,56,78,76,79,82,3,6,5,3,2,1,3,6,Teacher
18,40,68,68,56,61,47,78,55,71,65,70,86,9,6,0,6,8,6,9,4,Accountant
27,40,41,44,79,42,42,49,75,67,56,40,58,8,9,5,0,2,1,2,0,Teacher
29,87,44,63,63,59,77,40,76,54,66,57,82,9,3,3,0,4,7,7,6,Teacher
29,56,65,54,65,61,70,66,54,82,49,80,73,8,8,8,4,2,5,9,0,Teacher
15,70,100,62,72,72,74,86,83,85,76,94,65,5,8,9,7,6,9,6,5,Nurse
35,55,65,40,42,71,40,40,40,54,40,47,77,8,0,0,7,6,6,8,4,Teacher
19,86,68,57,58,66,57,71,90,63,91,54,86,2,8,9,6,7,9,1,2,Accountant
